STATE/UT,Year,Rape,Kidnapping_Abduction,Dowry_Deaths,Domestic_Cruelty,Importation_of_Girls
PUNJAB,2004,21,10,3,42,0
PUNJAB,2004,14,5,10,10,0
PUNJAB,2004,390,311,113,801,0
RAJASTHAN,2004,48,101,8,371,0
RAJASTHAN,2004,43,67,30,276,0
RAJASTHAN,2004,20,51,7,86,0
RAJASTHAN,2004,50,63,3,163,0
RAJASTHAN,2004,14,15,9,69,0
RAJASTHAN,2004,44,91,16,295,0
RAJASTHAN,2004,44,118,11,342,0
RAJASTHAN,2004,41,25,23,190,0
RAJASTHAN,2004,47,84,4,228,0
RAJASTHAN,2004,67,144,7,501,0
RAJASTHAN,2004,15,19,7,198,0
RAJASTHAN,2004,14,30,14,89,0
RAJASTHAN,2004,31,27,12,127,0
RAJASTHAN,2004,17,37,5,72,0
RAJASTHAN,2004,1,1,1,1,0
RAJASTHAN,2004,50,61,20,450,0
RAJASTHAN,2004,38,28,12,291,1
RAJASTHAN,2004,81,182,39,536,0
RAJASTHAN,2004,2,4,3,27,0
RAJASTHAN,2004,5,20,8,75,0
RAJASTHAN,2004,40,61,4,258,0
RAJASTHAN,2004,26,22,14,132,0
RAJASTHAN,2004,19,53,15,270,0
RAJASTHAN,2004,45,46,11,87,0
RAJASTHAN,2004,42,124,10,400,0
RAJASTHAN,2004,25,29,16,154,0
RAJASTHAN,2004,31,83,12,239,0
RAJASTHAN,2004,7,27,3,131,0
RAJASTHAN,2004,28,38,13,113,0
RAJASTHAN,2004,18,39,17,120,0
RAJASTHAN,2004,14,31,6,86,0
RAJASTHAN,2004,14,45,5,205,0
RAJASTHAN,2004,57,115,14,199,0
RAJASTHAN,2004,1038,1881,379,6781,1
SIKKIM,2004,1,1,0,0,0
SIKKIM,2004,0,0,0,0,0
SIKKIM,2004,2,3,0,1,0
SIKKIM,2004,0,0,0,0,0
SIKKIM,2004,3,4,0,1,0
TAMIL NADU,2004,33,24,32,94,0
TAMIL NADU,2004,30,20,23,154,0
TAMIL NADU,2004,0,1,1,1,0
TAMIL NADU,2004,23,25,7,67,0
TAMIL NADU,2004,4,4,4,29,0
TAMIL NADU,2004,18,22,6,25,0
TAMIL NADU,2004,22,14,2,23,0
TAMIL NADU,2004,18,18,7,38,0
TAMIL NADU,2004,13,20,7,21,0
TAMIL NADU,2004,17,11,5,6,0
TAMIL NADU,2004,3,12,0,54,0
TAMIL NADU,2004,4,6,3,13,0
TAMIL NADU,2004,9,21,8,31,0
TAMIL NADU,2004,29,29,7,26,0
TAMIL NADU,2004,8,23,5,38,0
TAMIL NADU,2004,9,14,5,9,0
TAMIL NADU,2004,7,18,8,39,0
TAMIL NADU,2004,14,3,2,4,0
TAMIL NADU,2004,15,24,4,39,0
TAMIL NADU,2004,11,16,2,35,0
TAMIL NADU,2004,10,12,2,5,0
TAMIL NADU,2004,56,101,12,254,0
TAMIL NADU,2004,11,4,9,18,0
TAMIL NADU,2004,13,16,7,40,0
TAMIL NADU,2004,12,29,5,21,0
TAMIL NADU,2004,5,10,1,27,0
TAMIL NADU,2004,30,18,5,57,0
TAMIL NADU,2004,3,4,2,13,0
TAMIL NADU,2004,16,14,14,29,0
TAMIL NADU,2004,27,25,3,4,0
TAMIL NADU,2004,7,8,2,10,0
TAMIL NADU,2004,35,18,2,62,0
TAMIL NADU,2004,0,0,0,0,0
TAMIL NADU,2004,16,16,5,0,0
TAMIL NADU,2004,0,3,4,32,0
TAMIL NADU,2004,17,22,6,11,0
TAMIL NADU,2004,55,44,5,59,0
TAMIL NADU,2004,18,23,3,49,0
TAMIL NADU,2004,618,692,225,1437,0
TRIPURA,2004,15,7,1,19,0
TRIPURA,2004,46,22,0,63,0
TRIPURA,2004,51,17,8,117,0
TRIPURA,2004,48,8,11,103,0
TRIPURA,2004,160,54,20,302,0
UTTAR PRADESH,2004,32,106,70,282,0
UTTAR PRADESH,2004,58,87,36,228,0
UTTAR PRADESH,2004,23,53,57,148,0
UTTAR PRADESH,2004,10,26,4,26,0
UTTAR PRADESH,2004,4,21,20,16,0
UTTAR PRADESH,2004,16,37,27,150,0
UTTAR PRADESH,2004,35,43,50,37,0
UTTAR PRADESH,2004,11,18,16,56,0
UTTAR PRADESH,2004,16,26,16,24,0
UTTAR PRADESH,2004,6,12,11,33,0
UTTAR PRADESH,2004,5,5,3,8,0
UTTAR PRADESH,2004,21,8,27,17,0
UTTAR PRADESH,2004,25,37,25,48,0
UTTAR PRADESH,2004,41,84,44,201,3
UTTAR PRADESH,2004,7,21,17,21,0
UTTAR PRADESH,2004,25,29,21,132,0
UTTAR PRADESH,2004,40,69,36,106,0
UTTAR PRADESH,2004,5,3,10,18,0
UTTAR PRADESH,2004,10,4,8,5,0
UTTAR PRADESH,2004,12,23,16,31,0
UTTAR PRADESH,2004,26,26,47,61,0
UTTAR PRADESH,2004,9,25,13,46,0
UTTAR PRADESH,2004,12,17,14,24,0
UTTAR PRADESH,2004,10,27,21,35,0
UTTAR PRADESH,2004,10,16,23,17,0
UTTAR PRADESH,2004,10,37,48,89,0
UTTAR PRADESH,2004,2,2,0,0,0
UTTAR PRADESH,2004,20,26,14,39,0
UTTAR PRADESH,2004,25,88,35,142,0
UTTAR PRADESH,2004,4,8,17,49,0
UTTAR PRADESH,2004,14,21,15,2,0
UTTAR PRADESH,2004,24,37,25,79,0
UTTAR PRADESH,2004,12,9,16,7,0
UTTAR PRADESH,2004,37,50,44,64,0
UTTAR PRADESH,2004,16,26,24,134,0
UTTAR PRADESH,2004,27,19,6,66,0
UTTAR PRADESH,2004,7,13,28,20,0
UTTAR PRADESH,2004,19,17,29,63,0
UTTAR PRADESH,2004,16,29,25,53,0
UTTAR PRADESH,2004,5,17,22,63,0
UTTAR PRADESH,2004,13,36,25,39,0
UTTAR PRADESH,2004,20,83,46,202,0
UTTAR PRADESH,2004,14,8,19,43,0
UTTAR PRADESH,2004,43,64,58,121,0
UTTAR PRADESH,2004,13,15,21,17,0
UTTAR PRADESH,2004,4,3,6,10,0
UTTAR PRADESH,2004,46,135,48,272,0
UTTAR PRADESH,2004,8,11,8,7,0
UTTAR PRADESH,2004,6,7,5,3,0
UTTAR PRADESH,2004,8,36,35,34,0
UTTAR PRADESH,2004,24,24,22,57,0
UTTAR PRADESH,2004,3,15,9,24,0
UTTAR PRADESH,2004,33,87,19,279,0
UTTAR PRADESH,2004,12,5,20,26,0
UTTAR PRADESH,2004,57,83,27,265,0
UTTAR PRADESH,2004,44,59,23,73,0
UTTAR PRADESH,2004,28,39,21,163,0
UTTAR PRADESH,2004,18,30,22,37,0
UTTAR PRADESH,2004,42,43,23,101,0
UTTAR PRADESH,2004,22,30,14,9,0
UTTAR PRADESH,2004,22,1,19,173,0
UTTAR PRADESH,2004,6,10,4,15,0
UTTAR PRADESH,2004,31,53,41,21,0
UTTAR PRADESH,2004,4,9,6,0,0
UTTAR PRADESH,2004,10,17,16,27,0
UTTAR PRADESH,2004,72,83,71,79,0
UTTAR PRADESH,2004,6,12,11,9,0
UTTAR PRADESH,2004,3,1,13,21,0
UTTAR PRADESH,2004,18,31,17,53,0
UTTAR PRADESH,2004,45,52,29,78,0
UTTAR PRADESH,2004,15,20,30,52,0
UTTAR PRADESH,2004,1397,2324,1708,4950,3
UTTARAKHAND,2004,1,4,7,9,0
UTTARAKHAND,2004,5,0,4,2,0
UTTARAKHAND,2004,4,6,1,3,0
UTTARAKHAND,2004,2,1,0,4,0
UTTARAKHAND,2004,21,22,6,119,0
UTTARAKHAND,2004,33,37,10,118,0
UTTARAKHAND,2004,6,26,6,25,0
UTTARAKHAND,2004,6,9,7,11,0
UTTARAKHAND,2004,9,0,8,6,0
UTTARAKHAND,2004,4,3,6,2,0
UTTARAKHAND,2004,4,14,4,12,0
UTTARAKHAND,2004,15,0,21,85,0
UTTARAKHAND,2004,5,5,2,9,0
UTTARAKHAND,2004,115,127,82,405,0
WEST BENGAL,2004,176,124,55,810,0
WEST BENGAL,2004,122,100,43,966,0
WEST BENGAL,2004,9,1,7,247,0
WEST BENGAL,2004,49,24,22,123,0
WEST BENGAL,2004,58,24,9,139,0
WEST BENGAL,2004,92,52,40,230,0
WEST BENGAL,2004,92,38,6,173,0
WEST BENGAL,2004,33,26,8,97,0
WEST BENGAL,2004,21,17,8,56,0
WEST BENGAL,2004,56,38,23,501,0
WEST BENGAL,2004,21,11,15,122,0
WEST BENGAL,2004,15,13,5,120,0
WEST BENGAL,2004,1,5,0,0,0
WEST BENGAL,2004,83,49,8,229,0
WEST BENGAL,2004,0,0,0,1,0
WEST BENGAL,2004,27,95,10,252,1
WEST BENGAL,2004,97,46,4,245,0
WEST BENGAL,2004,197,106,32,761,0
WEST BENGAL,2004,108,80,30,393,11
WEST BENGAL,2004,74,65,16,334,0
WEST BENGAL,2004,49,54,36,269,0
WEST BENGAL,2004,43,11,8,118,0
WEST BENGAL,2004,5,1,0,0,0
WEST BENGAL,2004,0,2,2,0,0
WEST BENGAL,2004,47,36,9,148,0
WEST BENGAL,2004,1475,1018,396,6334,12
A & N ISLANDS,2004,10,3,0,5,0
A & N ISLANDS,2004,0,0,0,0,0
A & N ISLANDS,2004,10,3,0,5,0
CHANDIGARH,2004,19,43,6,73,0
CHANDIGARH,2004,19,43,6,73,0
D & N HAVELI,2004,7,7,0,3,0
D & N HAVELI,2004,7,7,0,3,0
DAMAN & DIU,2004,1,0,0,4,0
DAMAN & DIU,2004,0,0,0,0,0
DAMAN & DIU,2004,1,0,0,4,0
DELHI,2004,27,41,1,44,0
DELHI,2004,551,881,126,1254,0
DELHI,2004,62,125,13,212,0
DELHI,2004,5,2,2,0,0
DELHI,2004,1,2,0,1,0
DELHI,2004,8,11,1,11,0
DELHI,2004,23,55,6,55,0
DELHI,2004,67,120,18,144,0
DELHI,2004,124,203,29,267,0
DELHI,2004,1,0,0,0,0
DELHI,2004,96,175,21,179,0
DELHI,2004,79,68,11,126,0
DELHI,2004,58,79,24,215,0
LAKSHADWEEP,2004,0,0,0,1,0
LAKSHADWEEP,2004,0,0,0,1,0
PUDUCHERRY,2004,4,8,6,2,0
PUDUCHERRY,2004,4,8,6,2,0
ANDHRA PRADESH,2005,53,46,21,280,0
ANDHRA PRADESH,2005,16,30,12,137,0
ANDHRA PRADESH,2005,35,58,9,202,0
ANDHRA PRADESH,2005,21,31,7,95,0
ANDHRA PRADESH,2005,44,58,34,701,3
ANDHRA PRADESH,2005,27,3,15,368,0
ANDHRA PRADESH,2005,0,1,4,0,0
ANDHRA PRADESH,2005,55,56,16,366,0
ANDHRA PRADESH,2005,67,70,27,1309,0
ANDHRA PRADESH,2005,84,91,52,839,0
ANDHRA PRADESH,2005,21,40,14,313,0
ANDHRA PRADESH,2005,27,26,11,337,0
ANDHRA PRADESH,2005,29,30,9,233,0
ANDHRA PRADESH,2005,62,47,17,237,0
ANDHRA PRADESH,2005,36,27,28,209,0
ANDHRA PRADESH,2005,49,31,30,344,0
ANDHRA PRADESH,2005,33,65,11,166,0
ANDHRA PRADESH,2005,26,32,16,410,0
ANDHRA PRADESH,2005,27,43,7,156,0
ANDHRA PRADESH,2005,15,14,22,119,0
ANDHRA PRADESH,2005,0,0,2,0,0
ANDHRA PRADESH,2005,15,16,9,137,0
ANDHRA PRADESH,2005,32,49,8,296,0
ANDHRA PRADESH,2005,0,0,0,0,0
ANDHRA PRADESH,2005,18,8,7,153,0
ANDHRA PRADESH,2005,28,15,2,361,0
ANDHRA PRADESH,2005,12,9,7,186,0
ANDHRA PRADESH,2005,34,64,29,332,0
ANDHRA PRADESH,2005,69,35,17,410,0
ANDHRA PRADESH,2005,935,995,443,8696,3
ARUNACHAL PRADESH,2005,2,5,0,1,0
ARUNACHAL PRADESH,2005,0,4,0,0,0
ARUNACHAL PRADESH,2005,1,2,0,0,0
ARUNACHAL PRADESH,2005,2,3,0,2,0
ARUNACHAL PRADESH,2005,0,1,0,0,0
ARUNACHAL PRADESH,2005,3,4,0,1,0
ARUNACHAL PRADESH,2005,6,7,0,2,0
ARUNACHAL PRADESH,2005,13,5,0,1,0
ARUNACHAL PRADESH,2005,2,1,0,0,0
ARUNACHAL PRADESH,2005,3,4,0,0,0
ARUNACHAL PRADESH,2005,0,3,0,0,0
ARUNACHAL PRADESH,2005,2,0,0,1,0
ARUNACHAL PRADESH,2005,1,0,0,1,0
ARUNACHAL PRADESH,2005,0,0,0,0,0
ARUNACHAL PRADESH,2005,0,0,0,0,0
ARUNACHAL PRADESH,2005,35,39,0,9,0
ASSAM,2005,56,66,8,105,0
ASSAM,2005,9,15,0,8,0
ASSAM,2005,38,28,3,66,0
ASSAM,2005,0,0,0,0,0
ASSAM,2005,51,99,4,334,0
ASSAM,2005,17,16,7,16,0
ASSAM,2005,47,30,4,45,0
ASSAM,2005,52,20,4,67,0
ASSAM,2005,101,63,10,201,0
ASSAM,2005,57,51,4,53,0
ASSAM,2005,2,2,0,0,0
ASSAM,2005,40,69,3,142,2
ASSAM,2005,54,70,0,91,0
ASSAM,2005,38,93,6,114,0
ASSAM,2005,18,33,1,32,0
ASSAM,2005,29,40,0,42,0
ASSAM,2005,73,53,0,0,0
ASSAM,2005,8,15,2,10,0
ASSAM,2005,28,29,9,71,0
ASSAM,2005,36,29,2,53,0
ASSAM,2005,69,110,4,125,0
ASSAM,2005,52,47,3,65,0
ASSAM,2005,1,8,0,1,0
ASSAM,2005,149,181,2,291,0
ASSAM,2005,27,29,2,19,0
ASSAM,2005,8,5,0,0,0
ASSAM,2005,38,73,2,81,0
ASSAM,2005,77,106,3,145,1
ASSAM,2005,42,61,10,16,0
ASSAM,2005,21,15,6,13,0
ASSAM,2005,1238,1456,99,2206,3
BIHAR,2005,29,39,9,19,1
BIHAR,2005,1,0,11,1,0
BIHAR,2005,17,23,29,9,0
BIHAR,2005,8,13,3,6,0
BIHAR,2005,43,25,13,10,0
BIHAR,2005,20,20,25,39,0
BIHAR,2005,51,24,19,41,0
BIHAR,2005,14,14,16,5,0
BIHAR,2005,75,52,18,55,0
BIHAR,2005,14,36,38,44,0
BIHAR,2005,6,14,30,58,7
BIHAR,2005,65,22,33,137,0
BIHAR,2005,22,20,8,11,0
BIHAR,2005,24,51,25,49,0
BIHAR,2005,0,1,0,0,0
BIHAR,2005,33,13,22,48,0
BIHAR,2005,16,2,7,17,0
BIHAR,2005,88,53,26,55,0
BIHAR,2005,2,4,1,0,0
BIHAR,2005,14,15,12,12,0
BIHAR,2005,61,81,3,30,0
BIHAR,2005,3,17,8,6,0
BIHAR,2005,15,9,10,11,0
BIHAR,2005,42,0,17,26,0
BIHAR,2005,24,38,51,43,8
BIHAR,2005,18,11,11,16,0
BIHAR,2005,80,14,67,104,0
BIHAR,2005,1,2,0,0,0
BIHAR,2005,25,21,65,92,4
BIHAR,2005,6,5,9,6,0
BIHAR,2005,23,11,22,32,0
BIHAR,2005,57,59,85,189,0
BIHAR,2005,0,0,2,0,0
BIHAR,2005,39,7,6,16,0
BIHAR,2005,18,7,37,7,0
BIHAR,2005,11,2,5,12,6
BIHAR,2005,28,4,40,73,48
BIHAR,2005,32,43,76,58,0
BIHAR,2005,1,3,12,17,0
BIHAR,2005,9,14,1,10,0
BIHAR,2005,32,51,32,64,0
BIHAR,2005,27,33,31,60,0
BIHAR,2005,40,5,7,12,0
BIHAR,2005,13,51,72,74,0
BIHAR,2005,1147,929,1014,1574,74
CHHATTISGARH,2005,36,1,0,13,0
CHHATTISGARH,2005,77,36,18,117,0
CHHATTISGARH,2005,5,0,0,0,0
CHHATTISGARH,2005,15,5,0,2,0
CHHATTISGARH,2005,26,9,2,15,0
CHHATTISGARH,2005,128,19,14,107,0
CHHATTISGARH,2005,2,1,2,2,0
CHHATTISGARH,2005,74,0,3,24,0
CHHATTISGARH,2005,43,5,12,104,0
CHHATTISGARH,2005,68,18,3,6,0
CHHATTISGARH,2005,24,4,1,31,0
CHHATTISGARH,2005,32,9,0,9,0
CHHATTISGARH,2005,27,2,7,29,0
CHHATTISGARH,2005,51,5,3,43,0
CHHATTISGARH,2005,25,5,3,23,0
CHHATTISGARH,2005,1,0,0,1,0
CHHATTISGARH,2005,35,11,9,32,0
CHHATTISGARH,2005,125,41,16,94,0
CHHATTISGARH,2005,81,6,5,25,0
CHHATTISGARH,2005,74,0,1,31,0
CHHATTISGARH,2005,41,7,1,24,0
CHHATTISGARH,2005,990,184,100,732,0
GOA,2005,11,4,0,7,0
GOA,2005,9,8,2,4,0
GOA,2005,20,12,2,11,0
GUJARAT,2005,35,136,1,745,0
GUJARAT,2005,7,26,0,72,0
GUJARAT,2005,5,0,0,5,0
GUJARAT,2005,11,47,2,127,0
GUJARAT,2005,7,20,1,97,0
GUJARAT,2005,8,15,0,46,0
GUJARAT,2005,14,70,3,216,0
GUJARAT,2005,9,26,0,28,0
GUJARAT,2005,9,20,4,101,0
GUJARAT,2005,12,31,0,147,0
GUJARAT,2005,14,15,0,188,0
GUJARAT,2005,13,32,5,421,0
GUJARAT,2005,14,29,0,155,0
GUJARAT,2005,9,36,4,234,0
GUJARAT,2005,6,47,1,221,0
GUJARAT,2005,6,1,0,4,0
GUJARAT,2005,6,5,2,31,0
GUJARAT,2005,11,21,1,79,0
GUJARAT,2005,12,28,1,86,0
GUJARAT,2005,6,19,0,111,0
GUJARAT,2005,1,8,1,36,0
GUJARAT,2005,7,33,0,153,0
GUJARAT,2005,18,48,4,278,0
GUJARAT,2005,23,72,12,190,0
GUJARAT,2005,9,14,5,23,0
GUJARAT,2005,13,31,0,90,0
GUJARAT,2005,5,26,0,136,0
GUJARAT,2005,21,36,0,38,0
GUJARAT,2005,11,20,1,31,0
GUJARAT,2005,2,4,0,1,0
GUJARAT,2005,324,916,48,4090,0
HARYANA,2005,19,19,9,130,0
HARYANA,2005,18,22,19,87,0
HARYANA,2005,39,67,18,188,0
HARYANA,2005,9,15,5,66,0
HARYANA,2005,2,2,7,0,0
HARYANA,2005,17,22,10,71,0
HARYANA,2005,25,9,19,139,0
HARYANA,2005,13,10,11,86,0
HARYANA,2005,14,6,17,35,0
HARYANA,2005,19,9,6,115,0
HARYANA,2005,50,19,14,236,0
HARYANA,2005,24,9,5,99,0
HARYANA,2005,15,9,6,20,0
HARYANA,2005,34,3,7,112,0
HARYANA,2005,8,13,2,65,0
HARYANA,2005,56,21,11,127,0
HARYANA,2005,13,19,9,50,0
HARYANA,2005,29,10,9,79,0
HARYANA,2005,15,10,10,119,0
HARYANA,2005,28,29,14,124,0
HARYANA,2005,14,21,4,127,0
HARYANA,2005,461,344,212,2075,0
HIMACHAL PRADESH,2005,8,6,0,27,0
HIMACHAL PRADESH,2005,12,8,1,10,0
HIMACHAL PRADESH,2005,0,0,0,0,0
HIMACHAL PRADESH,2005,4,4,0,21,0
HIMACHAL PRADESH,2005,23,18,0,48,0
HIMACHAL PRADESH,2005,4,3,0,6,0
HIMACHAL PRADESH,2005,19,24,0,12,0
HIMACHAL PRADESH,2005,0,1,0,1,0
HIMACHAL PRADESH,2005,8,8,0,20,0
HIMACHAL PRADESH,2005,32,10,0,29,0
HIMACHAL PRADESH,2005,11,8,0,21,0
HIMACHAL PRADESH,2005,15,8,1,19,0
HIMACHAL PRADESH,2005,5,4,0,14,0
HIMACHAL PRADESH,2005,141,102,2,228,0
JAMMU & KASHMIR,2005,9,78,0,1,0
JAMMU & KASHMIR,2005,7,9,0,0,0
JAMMU & KASHMIR,2005,16,97,0,0,0
JAMMU & KASHMIR,2005,5,8,0,0,0
JAMMU & KASHMIR,2005,6,55,0,0,0
JAMMU & KASHMIR,2005,0,0,0,0,0
JAMMU & KASHMIR,2005,0,0,0,0,0
JAMMU & KASHMIR,2005,7,14,0,1,0
JAMMU & KASHMIR,2005,5,38,0,0,0
JAMMU & KASHMIR,2005,10,27,0,1,0
JAMMU & KASHMIR,2005,20,40,4,28,0
JAMMU & KASHMIR,2005,1,2,0,0,0
JAMMU & KASHMIR,2005,12,12,0,4,0
JAMMU & KASHMIR,2005,12,35,0,1,0
JAMMU & KASHMIR,2005,11,33,0,0,0
JAMMU & KASHMIR,2005,5,3,0,0,0
JAMMU & KASHMIR,2005,7,14,0,7,0
JAMMU & KASHMIR,2005,7,36,0,0,0
JAMMU & KASHMIR,2005,0,1,0,0,0
JAMMU & KASHMIR,2005,21,23,0,14,0
JAMMU & KASHMIR,2005,6,10,0,4,0
JAMMU & KASHMIR,2005,1,11,0,1,0
JAMMU & KASHMIR,2005,18,103,0,11,0
JAMMU & KASHMIR,2005,15,9,1,3,0
JAMMU & KASHMIR,2005,201,658,5,76,0
JHARKHAND,2005,36,41,19,47,0
JHARKHAND,2005,53,0,0,11,0
JHARKHAND,2005,11,2,14,3,0
JHARKHAND,2005,46,1,3,19,0
JHARKHAND,2005,32,58,48,31,0
JHARKHAND,2005,2,1,3,0,0
JHARKHAND,2005,38,9,12,38,3
JHARKHAND,2005,17,0,17,15,0
JHARKHAND,2005,28,39,24,44,0
JHARKHAND,2005,46,0,8,39,0
JHARKHAND,2005,45,10,2,6,0
JHARKHAND,2005,57,32,31,55,0
JHARKHAND,2005,37,9,10,56,0
JHARKHAND,2005,0,0,0,3,0
JHARKHAND,2005,0,3,6,17,0
JHARKHAND,2005,12,4,15,23,0
JHARKHAND,2005,12,6,1,3,0
JHARKHAND,2005,25,14,1,29,0
JHARKHAND,2005,30,6,4,5,0
JHARKHAND,2005,27,30,21,29,0
JHARKHAND,2005,102,0,11,58,0
JHARKHAND,2005,44,6,4,36,0
JHARKHAND,2005,33,6,3,22,0
JHARKHAND,2005,20,6,0,1,1
JHARKHAND,2005,753,283,257,590,4
KARNATAKA,2005,4,4,1,68,0
KARNATAKA,2005,38,25,39,287,0
KARNATAKA,2005,16,20,46,102,0
KARNATAKA,2005,13,26,10,108,0
KARNATAKA,2005,17,16,5,60,0
KARNATAKA,2005,5,8,10,53,0
KARNATAKA,2005,18,16,0,105,0
KARNATAKA,2005,7,5,3,23,0
KARNATAKA,2005,16,4,7,69,0
KARNATAKA,2005,15,5,6,29,0
KARNATAKA,2005,14,6,2,37,0
KARNATAKA,2005,14,9,9,78,0
KARNATAKA,2005,0,4,3,14,0
KARNATAKA,2005,4,8,5,12,0
KARNATAKA,2005,1,2,4,14,0
KARNATAKA,2005,16,17,12,112,0
KARNATAKA,2005,10,9,8,42,0
KARNATAKA,2005,4,6,4,22,0
KARNATAKA,2005,5,5,7,20,0
KARNATAKA,2005,10,9,2,35,0
KARNATAKA,2005,20,24,19,41,0
KARNATAKA,2005,8,8,4,40,0
KARNATAKA,2005,17,11,13,60,0
KARNATAKA,2005,8,14,6,82,0
KARNATAKA,2005,14,7,13,57,0
KARNATAKA,2005,8,6,2,59,0
KARNATAKA,2005,0,0,2,1,0
KARNATAKA,2005,17,20,7,158,0
KARNATAKA,2005,14,15,8,41,0
KARNATAKA,2005,7,2,2,14,0
KARNATAKA,2005,3,1,2,40,0
KARNATAKA,2005,343,312,261,1883,0
KERALA,2005,22,7,1,201,0
KERALA,2005,1,0,0,5,0
KERALA,2005,7,1,2,66,0
KERALA,2005,15,5,2,105,0
KERALA,2005,28,5,2,107,0
KERALA,2005,25,5,0,215,0
KERALA,2005,25,4,0,133,0
KERALA,2005,47,19,2,367,0
KERALA,2005,25,13,1,149,0
KERALA,2005,13,7,2,130,0
KERALA,2005,36,6,2,209,0
KERALA,2005,50,8,0,449,0
KERALA,2005,53,6,1,279,0
KERALA,2005,14,6,1,119,0
KERALA,2005,0,0,0,0,0
KERALA,2005,38,11,2,270,0
KERALA,2005,10,9,0,92,0
KERALA,2005,36,15,2,294,0
KERALA,2005,33,2,1,93,0
KERALA,2005,478,129,21,3283,0
MADHYA PRADESH,2005,31,5,5,29,0
MADHYA PRADESH,2005,47,6,9,30,0
MADHYA PRADESH,2005,58,6,4,34,0
MADHYA PRADESH,2005,41,5,2,14,0
MADHYA PRADESH,2005,136,12,22,74,0
MADHYA PRADESH,2005,29,9,28,41,0
MADHYA PRADESH,2005,79,24,13,125,0
MADHYA PRADESH,2005,1,1,3,1,0
MADHYA PRADESH,2005,14,1,3,30,0
MADHYA PRADESH,2005,46,10,18,40,0
MADHYA PRADESH,2005,122,18,15,122,0
MADHYA PRADESH,2005,43,6,31,53,0
MADHYA PRADESH,2005,30,7,7,26,0
MADHYA PRADESH,2005,86,21,20,173,0
MADHYA PRADESH,2005,134,36,41,63,0
MADHYA PRADESH,2005,32,1,2,11,0
MADHYA PRADESH,2005,77,5,3,61,0
MADHYA PRADESH,2005,61,32,21,130,0
MADHYA PRADESH,2005,32,6,7,9,0
MADHYA PRADESH,2005,64,9,10,58,0
MADHYA PRADESH,2005,102,42,29,283,0
MADHYA PRADESH,2005,3,0,0,1,0
MADHYA PRADESH,2005,92,23,34,154,0
MADHYA PRADESH,2005,0,0,2,0,0
MADHYA PRADESH,2005,37,43,1,8,0
MADHYA PRADESH,2005,46,3,30,50,0
MADHYA PRADESH,2005,56,34,8,59,0
MADHYA PRADESH,2005,61,8,21,32,1
MADHYA PRADESH,2005,61,7,4,18,0
MADHYA PRADESH,2005,31,10,7,79,0
MADHYA PRADESH,2005,32,20,27,74,0
MADHYA PRADESH,2005,65,1,21,52,0
MADHYA PRADESH,2005,27,3,1,41,0
MADHYA PRADESH,2005,33,4,14,13,1
MADHYA PRADESH,2005,97,14,8,57,0
MADHYA PRADESH,2005,75,15,4,92,0
MADHYA PRADESH,2005,74,10,10,56,0
MADHYA PRADESH,2005,64,15,42,39,0
MADHYA PRADESH,2005,110,21,34,127,0
MADHYA PRADESH,2005,75,3,34,66,0
MADHYA PRADESH,2005,57,8,22,37,0
MADHYA PRADESH,2005,43,5,13,57,0
MADHYA PRADESH,2005,73,10,6,64,0
MADHYA PRADESH,2005,21,1,1,24,0
MADHYA PRADESH,2005,58,19,2,30,0
MADHYA PRADESH,2005,47,21,23,42,0
MADHYA PRADESH,2005,73,10,14,45,0
MADHYA PRADESH,2005,40,6,18,28,0
MADHYA PRADESH,2005,74,14,17,173,1
MADHYA PRADESH,2005,34,0,1,19,0
MADHYA PRADESH,2005,97,14,27,45,0
MADHYA PRADESH,2005,2921,604,739,2989,3
MAHARASHTRA,2005,56,25,0,338,0
MAHARASHTRA,2005,21,22,3,184,0
MAHARASHTRA,2005,23,8,2,57,0
MAHARASHTRA,2005,60,16,10,132,0
MAHARASHTRA,2005,26,10,2,93,0
MAHARASHTRA,2005,9,4,26,263,0
MAHARASHTRA,2005,25,18,7,275,0
MAHARASHTRA,2005,15,14,3,67,0
MAHARASHTRA,2005,42,16,53,187,0
MAHARASHTRA,2005,41,14,2,110,0
MAHARASHTRA,2005,15,9,10,110,0
MAHARASHTRA,2005,22,3,1,42,0
MAHARASHTRA,2005,22,17,1,59,0
MAHARASHTRA,2005,15,12,2,106,0
MAHARASHTRA,2005,52,26,4,301,0
MAHARASHTRA,2005,20,8,21,215,0
MAHARASHTRA,2005,26,15,22,76,0
MAHARASHTRA,2005,24,20,40,107,0
MAHARASHTRA,2005,201,122,9,336,0
MAHARASHTRA,2005,2,5,0,0,0
MAHARASHTRA,2005,52,48,4,185,0
MAHARASHTRA,2005,1,3,0,0,0
MAHARASHTRA,2005,51,16,8,86,0
MAHARASHTRA,2005,41,29,17,239,0
MAHARASHTRA,2005,19,2,3,73,0
MAHARASHTRA,2005,21,13,0,121,0
MAHARASHTRA,2005,50,16,8,375,0
MAHARASHTRA,2005,19,7,9,63,0
MAHARASHTRA,2005,22,4,1,118,0
MAHARASHTRA,2005,14,8,10,131,0
MAHARASHTRA,2005,79,72,1,201,0
MAHARASHTRA,2005,0,0,0,0,0
MAHARASHTRA,2005,46,16,6,172,0
MAHARASHTRA,2005,25,6,4,63,0
MAHARASHTRA,2005,27,3,2,40,0
MAHARASHTRA,2005,34,12,7,105,0
